"","x","y"
"477",16.81135751,57.75405146
"478",16.82844974,57.73833585
"479",16.84367301,57.71171354
"480",16.85011257,57.68172975
"481",16.84716278,57.65120445
"482",16.83510106,57.62300852
"483",16.81506182,57.59979378
"484",16.79110792,57.5850814
"485",16.79290346,57.56576228
"486",16.78698833,57.53695254
"487",16.78126159,57.52641177
"488",16.79971174,57.51209488
"489",16.81665316,57.48821452
"490",16.82595171,57.46045087
"491",16.82681024,57.43118406
"492",16.81915514,57.40292308
"493",16.80364269,57.37809071
"494",16.78160272,57.35881577
"495",16.59066894,57.23598906
"496",16.67102106,57.10529044
"497",16.68253437,57.07838841
"498",16.6833797,57.070784
"499",17.01265157,57.43624156
"500",17.03807543,57.45655032
"501",17.06867363,57.46762136
"502",17.1012064,57.46828244
"503",17.1322291,57.45846357
"504",17.158457,57.4392044
"505",17.17711303,57.41254412
"506",17.18622186,57.38130557
"507",17.18481903,57.34879634
"508",17.17305308,57.31845856
"509",16.47972041,56.14429092
"510",16.45882227,56.11932403
"511",16.43101132,56.10239391
"512",16.39923574,56.09529528
"513",16.36686399,56.09878066
"514",16.33732773,56.11248056
"515",16.31375803,56.13494269
"516",16.29865346,56.16378589
"517",16.29361524,56.19595255
"518",16.29584854,56.46978914
"519",16.15896356,56.30455171
"520",16.1593795,56.29935989
"521",16.15149152,56.26790948
"522",16.13395545,56.24063614
"523",15.92227599,56.00611999
"524",15.89625916,55.98551546
"525",15.86493173,55.97456032
"526",15.83174419,55.9744612
"527",15.80035189,55.98522901
"528",15.57073914,56.10981628
"529",14.88033577,56.04876154
"530",14.59393589,55.93473074
"531",14.56295049,55.92781798
"532",14.53135979,55.93096585
"533",14.50234776,55.94385706
"534",14.49272732,55.95258786
"535",14.32349821,55.76979311
"536",14.43645784,55.5563372
"537",14.44718371,55.52285598
"538",14.44565889,55.48773176
"539",14.43207188,55.45530602
"540",14.40810207,55.42958668
"541",14.23197463,55.29738453
"542",14.20357512,55.28249586
"543",14.17192325,55.2773613
"544",12.80748043,55.27763977
"545",12.77607304,55.28270667
"546",12.74784645,55.29738172
"547",12.72565747,55.32017968
"548",12.71175183,55.34879315
"549",12.70753693,55.38032618
"550",12.71343935,55.41158732
"551",12.72886171,55.43941264
"552",12.92136054,55.68447069
"553",12.37502666,56.23230375
"554",12.3564404,56.25809834
"555",12.34689014,56.28842329
"556",12.34734125,56.32021333
"557",12.35774811,56.35025508
"558",12.37705881,56.37551191
"559",12.40332138,56.39343081
"560",12.43388119,56.40220054
"561",12.46564921,56.40093464
"562",12.52202274,56.38953822
"563",12.52164486,56.39075937
"564",12.52319483,56.42507638
"565",12.53626674,56.45684406
"566",12.55931802,56.48231361
"567",12.64653916,56.55036781
"568",12.6747303,56.56581122
"569",12.70636464,56.57151282
"570",12.73817358,56.5668835
"571",12.81246597,56.54341769
"572",12.80499402,56.57391997
"573",12.31050137,56.83324571
"574",12.27543423,56.86387545
"575",11.83321163,57.48609835
"576",11.82867134,57.49502322
"577",11.64487921,57.62274145
"578",11.62196432,57.64483407
"579",11.60715282,57.67300845
"580",11.60194537,57.70441001
"581",11.60686957,57.73585724
"582",11.661615,57.90377623
"583",11.47979047,57.89961044
"584",11.44999043,57.9034425
"585",11.42267376,57.91595354
"586",11.40030639,57.93601414
"587",11.38490749,57.96181338
"588",11.37786717,57.99102229
"589",11.37982096,58.02100411
"590",11.3905925,58.0490523
"591",11.40355387,58.06547084
"592",11.37669741,58.07416649
"593",11.35012751,58.08739994
"594",11.32861272,58.10784981
"595",11.31404866,58.1337143
"596",11.30771855,58.16271454
"597",11.31018014,58.19229535
"598",11.31714827,58.209693
"599",11.31897316,58.22485603
"600",11.33155907,58.25261151
"601",11.33265453,58.25383148
"602",11.31024816,58.26172962
"603",11.29083185,58.27635014
"604",11.25150869,58.25940958
"605",11.22149559,58.25170694
"606",11.19056539,58.25356156
"607",11.16168775,58.26479539
"608",11.13763527,58.28432983
"609",11.12071725,58.31028937
"610",11.11255803,58.34018158
"611",11.11394099,58.37113645
"612",11.12473335,58.40018197
"613",11.14389892,58.42452941
"614",11.2305968,58.5050337
"615",11.01149716,58.84890205
"616",10.99974723,58.87493261
"617",10.99583453,58.90322291
"618",11.0000782,58.93146546
"619",11.01213209,58.95735666
"620",11.01602545,58.96177524
