"","x","y"
"1",18.91758765,57.5381455
"2",18.94831832,57.52587786
"3",18.97336341,57.5042535
"4",18.98998082,57.47564002
"5",18.99635114,57.44317022
"6",18.99177691,57.41039911
"7",18.97675896,57.3809147
"8",18.95294154,57.35794515
"9",18.17960894,56.82766409
"10",18.15018937,56.81388853
"11",18.11790652,56.81026987
"12",18.08616712,56.81718999
"13",18.05832057,56.83391861
"14",18.03730544,56.8586904
"15",18.02533942,56.88889125
"16",18.02368525,56.92133414
"17",18.03251749,56.95259544
"18",18.05090409,56.97937621
"19",18.15241339,57.08515659
"20",18.02999558,57.1803681
"21",18.00831878,57.20363189
"22",17.99504108,57.23252463
"23",17.99150498,57.26412501
"24",18.00479157,57.53940501
"25",18.01009378,57.56705461
"26",18.02289265,57.59213055
"27",18.04217373,57.61264527
"28",18.397776,57.89736664
"29",18.41932229,57.91053407
"30",18.44348,57.91788454
"31",19.00459145,58.01349611
"32",19.04036252,58.01310052
"33",19.0737055,58.00014014
"34",19.1003534,57.97627353
"35",19.17701928,57.87760639
"36",19.19207943,57.85029961
"37",19.19799599,57.8196816
"38",19.19419359,57.78872986
"39",19.18104201,57.76045435
"40",19.1598202,57.73760478
"41",19.1325919,57.72240319
"42",18.86734336,57.62478766
"43",18.86475648,57.54960545
"44",18.91758765,57.5381455
